Athlete,Statistic,Team,Total
"Gooden, S",passes,Adelaide Thunderbirds,20
"Gooden, S",penalties,Adelaide Thunderbirds,11
"Gooden, S",pickups,Adelaide Thunderbirds,4
"Gooden, S",points,Adelaide Thunderbirds,40
"Gooden, S",possessionChanges,Adelaide Thunderbirds,13
"Gooden, S",possessions,Adelaide Thunderbirds,83
"Gooden, S",quartersPlayed,Adelaide Thunderbirds,12
"Gooden, S",rebounds,Adelaide Thunderbirds,1
"Gooden, S",tossUpWin,Adelaide Thunderbirds,0
"Guscoth, L",attempt_from_zone1,Adelaide Thunderbirds,0
"Guscoth, L",attempt_from_zone2,Adelaide Thunderbirds,0
"Guscoth, L",attempts1,Adelaide Thunderbirds,0
"Guscoth, L",attempts2,Adelaide Thunderbirds,0
"Guscoth, L",badHands,Adelaide Thunderbirds,3
"Guscoth, L",badPasses,Adelaide Thunderbirds,1
"Guscoth, L",blocked,Adelaide Thunderbirds,0
"Guscoth, L",blocks,Adelaide Thunderbirds,1
"Guscoth, L",breaks,Adelaide Thunderbirds,1
"Guscoth, L",centrePassReceives,Adelaide Thunderbirds,21
"Guscoth, L",centrePassToGoalPerc,Adelaide Thunderbirds,0
"Guscoth, L",contactPenalties,Adelaide Thunderbirds,72
"Guscoth, L",deflections,Adelaide Thunderbirds,36
"Guscoth, L",deflectionWithGain,Adelaide Thunderbirds,7
"Guscoth, L",deflectionWithNoGain,Adelaide Thunderbirds,29
"Guscoth, L",disposals,Adelaide Thunderbirds,7
"Guscoth, L",feeds,Adelaide Thunderbirds,0
"Guscoth, L",feedWithAttempt,Adelaide Thunderbirds,0
"Guscoth, L",gain,Adelaide Thunderbirds,17
"Guscoth, L",gainToGoalPerc,Adelaide Thunderbirds,0
"Guscoth, L",generalPlayTurnovers,Adelaide Thunderbirds,12
"Guscoth, L",goal_from_zone1,Adelaide Thunderbirds,0
"Guscoth, L",goal_from_zone2,Adelaide Thunderbirds,0
"Guscoth, L",goal1,Adelaide Thunderbirds,0
"Guscoth, L",goal2,Adelaide Thunderbirds,0
"Guscoth, L",goalAssists,Adelaide Thunderbirds,0
"Guscoth, L",goalAttempts,Adelaide Thunderbirds,0
"Guscoth, L",goalMisses,Adelaide Thunderbirds,0
"Guscoth, L",goals,Adelaide Thunderbirds,0
"Guscoth, L",interceptPassThrown,Adelaide Thunderbirds,3
"Guscoth, L",intercepts,Adelaide Thunderbirds,6
"Guscoth, L",minutesPlayed,Adelaide Thunderbirds,553
"Guscoth, L",missedGoalTurnover,Adelaide Thunderbirds,0
"Guscoth, L",netPoints,Adelaide Thunderbirds,249.5
"Guscoth, L",obstructionPenalties,Adelaide Thunderbirds,39
"Guscoth, L",offsides,Adelaide Thunderbirds,0
"Guscoth, L",passes,Adelaide Thunderbirds,0
"Guscoth, L",penalties,Adelaide Thunderbirds,111
"Guscoth, L",pickups,Adelaide Thunderbirds,19
"Guscoth, L",points,Adelaide Thunderbirds,0
"Guscoth, L",possessionChanges,Adelaide Thunderbirds,12
"Guscoth, L",possessions,Adelaide Thunderbirds,65
"Guscoth, L",quartersPlayed,Adelaide Thunderbirds,46
"Guscoth, L",rebounds,Adelaide Thunderbirds,4
"Guscoth, L",tossUpWin,Adelaide Thunderbirds,0
"Hadley, P",attempt_from_zone1,NSW Swifts,0
"Hadley, P",attempt_from_zone2,NSW Swifts,0
"Hadley, P",attempts1,NSW Swifts,0
"Hadley, P",attempts2,NSW Swifts,0
"Hadley, P",badHands,NSW Swifts,4
"Hadley, P",badPasses,NSW Swifts,5
"Hadley, P",blocked,NSW Swifts,0
"Hadley, P",blocks,NSW Swifts,0
"Hadley, P",breaks,NSW Swifts,0
"Hadley, P",centrePassReceives,NSW Swifts,16
"Hadley, P",centrePassToGoalPerc,NSW Swifts,0
"Hadley, P",contactPenalties,NSW Swifts,53
"Hadley, P",deflections,NSW Swifts,19
"Hadley, P",deflectionWithGain,NSW Swifts,2
"Hadley, P",deflectionWithNoGain,NSW Swifts,16
"Hadley, P",disposals,NSW Swifts,268
"Hadley, P",feeds,NSW Swifts,256
"Hadley, P",feedWithAttempt,NSW Swifts,177
"Hadley, P",gain,NSW Swifts,14
"Hadley, P",gainToGoalPerc,NSW Swifts,0
"Hadley, P",generalPlayTurnovers,NSW Swifts,36
"Hadley, P",goal_from_zone1,NSW Swifts,0
"Hadley, P",goal_from_zone2,NSW Swifts,0
"Hadley, P",goal1,NSW Swifts,0
"Hadley, P",goal2,NSW Swifts,0
"Hadley, P",goalAssists,NSW Swifts,150
"Hadley, P",goalAttempts,NSW Swifts,0
"Hadley, P",goalMisses,NSW Swifts,0
"Hadley, P",goals,NSW Swifts,0
"Hadley, P",interceptPassThrown,NSW Swifts,17
"Hadley, P",intercepts,NSW Swifts,12
"Hadley, P",minutesPlayed,NSW Swifts,681
"Hadley, P",missedGoalTurnover,NSW Swifts,0
"Hadley, P",netPoints,NSW Swifts,770.5
"Hadley, P",obstructionPenalties,NSW Swifts,16
"Hadley, P",offsides,NSW Swifts,4
"Hadley, P",passes,NSW Swifts,256
"Hadley, P",penalties,NSW Swifts,70
"Hadley, P",pickups,NSW Swifts,41
"Hadley, P",points,NSW Swifts,0
"Hadley, P",possessionChanges,NSW Swifts,36
"Hadley, P",possessions,NSW Swifts,95
"Hadley, P",quartersPlayed,NSW Swifts,52
"Hadley, P",rebounds,NSW Swifts,0
"Hadley, P",tossUpWin,NSW Swifts,0
"Harten, J",attempt_from_zone1,GIANTS Netball,279
"Harten, J",attempt_from_zone2,GIANTS Netball,125
"Harten, J",attempts1,GIANTS Netball,279
"Harten, J",attempts2,GIANTS Netball,125
"Harten, J",badHands,GIANTS Netball,7
"Harten, J",badPasses,GIANTS Netball,9
"Harten, J",blocked,GIANTS Netball,1
"Harten, J",blocks,GIANTS Netball,0
"Harten, J",breaks,GIANTS Netball,0
"Harten, J",centrePassReceives,GIANTS Netball,100
"Harten, J",centrePassToGoalPerc,GIANTS Netball,0
"Harten, J",contactPenalties,GIANTS Netball,12
"Harten, J",deflections,GIANTS Netball,18
"Harten, J",deflectionWithGain,GIANTS Netball,3
"Harten, J",deflectionWithNoGain,GIANTS Netball,9
"Harten, J",disposals,GIANTS Netball,595
"Harten, J",feeds,GIANTS Netball,174
"Harten, J",feedWithAttempt,GIANTS Netball,142
"Harten, J",gain,GIANTS Netball,9
"Harten, J",gainToGoalPerc,GIANTS Netball,0
"Harten, J",generalPlayTurnovers,GIANTS Netball,51
"Harten, J",goal_from_zone1,GIANTS Netball,239
"Harten, J",goal_from_zone2,GIANTS Netball,78
"Harten, J",goal1,GIANTS Netball,239
"Harten, J",goal2,GIANTS Netball,78
"Harten, J",goalAssists,GIANTS Netball,117
"Harten, J",goalAttempts,GIANTS Netball,404
"Harten, J",goalMisses,GIANTS Netball,87
"Harten, J",goals,GIANTS Netball,317
"Harten, J",interceptPassThrown,GIANTS Netball,18
"Harten, J",intercepts,GIANTS Netball,6
"Harten, J",minutesPlayed,GIANTS Netball,739
"Harten, J",missedGoalTurnover,GIANTS Netball,29
"Harten, J",netPoints,GIANTS Netball,662
"Harten, J",obstructionPenalties,GIANTS Netball,6
"Harten, J",offsides,GIANTS Netball,1
"Harten, J",passes,GIANTS Netball,174
"Harten, J",penalties,GIANTS Netball,18
"Harten, J",pickups,GIANTS Netball,19
"Harten, J",points,GIANTS Netball,395
"Harten, J",possessionChanges,GIANTS Netball,80
"Harten, J",possessions,GIANTS Netball,572
"Harten, J",quartersPlayed,GIANTS Netball,52
"Harten, J",rebounds,GIANTS Netball,25
"Harten, J",tossUpWin,GIANTS Netball,0
"Hay, M",attempt_from_zone1,GIANTS Netball,0
"Hay, M",attempt_from_zone2,GIANTS Netball,0
"Hay, M",attempts1,GIANTS Netball,0
"Hay, M",attempts2,GIANTS Netball,0
"Hay, M",badHands,GIANTS Netball,5
"Hay, M",badPasses,GIANTS Netball,5
"Hay, M",blocked,GIANTS Netball,0
"Hay, M",blocks,GIANTS Netball,0
"Hay, M",breaks,GIANTS Netball,2
"Hay, M",centrePassReceives,GIANTS Netball,205
"Hay, M",centrePassToGoalPerc,GIANTS Netball,0
"Hay, M",contactPenalties,GIANTS Netball,24
"Hay, M",deflections,GIANTS Netball,19
"Hay, M",deflectionWithGain,GIANTS Netball,2
"Hay, M",deflectionWithNoGain,GIANTS Netball,16
"Hay, M",disposals,GIANTS Netball,291
"Hay, M",feeds,GIANTS Netball,279
"Hay, M",feedWithAttempt,GIANTS Netball,225
"Hay, M",gain,GIANTS Netball,5
"Hay, M",gainToGoalPerc,GIANTS Netball,0
"Hay, M",generalPlayTurnovers,GIANTS Netball,35
"Hay, M",goal_from_zone1,GIANTS Netball,0
"Hay, M",goal_from_zone2,GIANTS Netball,0
"Hay, M",goal1,GIANTS Netball,0
"Hay, M",goal2,GIANTS Netball,0
"Hay, M",goalAssists,GIANTS Netball,164
"Hay, M",goalAttempts,GIANTS Netball,0
"Hay, M",goalMisses,GIANTS Netball,0
"Hay, M",goals,GIANTS Netball,0
"Hay, M",interceptPassThrown,GIANTS Netball,13
"Hay, M",intercepts,GIANTS Netball,3
"Hay, M",minutesPlayed,GIANTS Netball,485
"Hay, M",missedGoalTurnover,GIANTS Netball,0
"Hay, M",netPoints,GIANTS Netball,548
"Hay, M",obstructionPenalties,GIANTS Netball,3
"Hay, M",offsides,GIANTS Netball,4
"Hay, M",passes,GIANTS Netball,279
"Hay, M",penalties,GIANTS Netball,27
"Hay, M",pickups,GIANTS Netball,16
"Hay, M",points,GIANTS Netball,0
"Hay, M",possessionChanges,GIANTS Netball,35
"Hay, M",possessions,GIANTS Netball,239
"Hay, M",quartersPlayed,GIANTS Netball,39
"Hay, M",rebounds,GIANTS Netball,1
"Hay, M",tossUpWin,GIANTS Netball,0
"Haythornthwaite, N",attempt_from_zone1,NSW Swifts,4
"Haythornthwaite, N",attempt_from_zone2,NSW Swifts,0
"Haythornthwaite, N",attempts1,NSW Swifts,4
"Haythornthwaite, N",attempts2,NSW Swifts,0
"Haythornthwaite, N",badHands,NSW Swifts,6
"Haythornthwaite, N",badPasses,NSW Swifts,6
"Haythornthwaite, N",blocked,NSW Swifts,0
"Haythornthwaite, N",blocks,NSW Swifts,0
"Haythornthwaite, N",breaks,NSW Swifts,2
"Haythornthwaite, N",centrePassReceives,NSW Swifts,265
"Haythornthwaite, N",centrePassToGoalPerc,NSW Swifts,0
"Haythornthwaite, N",contactPenalties,NSW Swifts,20
"Haythornthwaite, N",deflections,NSW Swifts,6
"Haythornthwaite, N",deflectionWithGain,NSW Swifts,2
"Haythornthwaite, N",deflectionWithNoGain,NSW Swifts,4
"Haythornthwaite, N",disposals,NSW Swifts,291
"Haythornthwaite, N",feeds,NSW Swifts,268
"Haythornthwaite, N",feedWithAttempt,NSW Swifts,182
"Haythornthwaite, N",gain,NSW Swifts,6
"Haythornthwaite, N",gainToGoalPerc,NSW Swifts,0
"Haythornthwaite, N",generalPlayTurnovers,NSW Swifts,45
"Haythornthwaite, N",goal_from_zone1,NSW Swifts,3
"Haythornthwaite, N",goal_from_zone2,NSW Swifts,0
"Haythornthwaite, N",goal1,NSW Swifts,3
"Haythornthwaite, N",goal2,NSW Swifts,0
"Haythornthwaite, N",goalAssists,NSW Swifts,152
"Haythornthwaite, N",goalAttempts,NSW Swifts,4
"Haythornthwaite, N",goalMisses,NSW Swifts,1
"Haythornthwaite, N",goals,NSW Swifts,3
"Haythornthwaite, N",interceptPassThrown,NSW Swifts,13
"Haythornthwaite, N",intercepts,NSW Swifts,4
"Haythornthwaite, N",minutesPlayed,NSW Swifts,486
"Haythornthwaite, N",missedGoalTurnover,NSW Swifts,0
"Haythornthwaite, N",netPoints,NSW Swifts,423.5
"Haythornthwaite, N",obstructionPenalties,NSW Swifts,4
"Haythornthwaite, N",offsides,NSW Swifts,4
"Haythornthwaite, N",passes,NSW Swifts,268
"Haythornthwaite, N",penalties,NSW Swifts,25
"Haythornthwaite, N",pickups,NSW Swifts,14
"Haythornthwaite, N",points,NSW Swifts,3
"Haythornthwaite, N",possessionChanges,NSW Swifts,45
"Haythornthwaite, N",possessions,NSW Swifts,308
"Haythornthwaite, N",quartersPlayed,NSW Swifts,45
"Haythornthwaite, N",rebounds,NSW Swifts,0
"Haythornthwaite, N",tossUpWin,NSW Swifts,0
"Hinchliffe, T",attempt_from_zone1,Queensland Firebirds,0
"Hinchliffe, T",attempt_from_zone2,Queensland Firebirds,0
"Hinchliffe, T",attempts1,Queensland Firebirds,0
"Hinchliffe, T",attempts2,Queensland Firebirds,0
"Hinchliffe, T",badHands,Queensland Firebirds,0
"Hinchliffe, T",badPasses,Queensland Firebirds,1
"Hinchliffe, T",blocked,Queensland Firebirds,0
"Hinchliffe, T",blocks,Queensland Firebirds,0
"Hinchliffe, T",breaks,Queensland Firebirds,1
"Hinchliffe, T",centrePassReceives,Queensland Firebirds,2
"Hinchliffe, T",centrePassToGoalPerc,Queensland Firebirds,0
"Hinchliffe, T",contactPenalties,Queensland Firebirds,96
"Hinchliffe, T",deflections,Queensland Firebirds,49
"Hinchliffe, T",deflectionWithGain,Queensland Firebirds,15
"Hinchliffe, T",deflectionWithNoGain,Queensland Firebirds,34
"Hinchliffe, T",disposals,Queensland Firebirds,56
"Hinchliffe, T",feeds,Queensland Firebirds,0
"Hinchliffe, T",feedWithAttempt,Queensland Firebirds,0
"Hinchliffe, T",gain,Queensland Firebirds,59
"Hinchliffe, T",gainToGoalPerc,Queensland Firebirds,0
"Hinchliffe, T",generalPlayTurnovers,Queensland Firebirds,4
"Hinchliffe, T",goal_from_zone1,Queensland Firebirds,0
"Hinchliffe, T",goal_from_zone2,Queensland Firebirds,0
"Hinchliffe, T",goal1,Queensland Firebirds,0
"Hinchliffe, T",goal2,Queensland Firebirds,0
"Hinchliffe, T",goalAssists,Queensland Firebirds,0
"Hinchliffe, T",goalAttempts,Queensland Firebirds,0
"Hinchliffe, T",goalMisses,Queensland Firebirds,0
"Hinchliffe, T",goals,Queensland Firebirds,0
"Hinchliffe, T",interceptPassThrown,Queensland Firebirds,2
"Hinchliffe, T",intercepts,Queensland Firebirds,19
"Hinchliffe, T",minutesPlayed,Queensland Firebirds,705
"Hinchliffe, T",missedGoalTurnover,Queensland Firebirds,0
"Hinchliffe, T",netPoints,Queensland Firebirds,617.5
"Hinchliffe, T",obstructionPenalties,Queensland Firebirds,41
"Hinchliffe, T",offsides,Queensland Firebirds,0
"Hinchliffe, T",passes,Queensland Firebirds,0
"Hinchliffe, T",penalties,Queensland Firebirds,137
"Hinchliffe, T",pickups,Queensland Firebirds,17
"Hinchliffe, T",points,Queensland Firebirds,0
"Hinchliffe, T",possessionChanges,Queensland Firebirds,4
"Hinchliffe, T",possessions,Queensland Firebirds,131
"Hinchliffe, T",quartersPlayed,Queensland Firebirds,52
"Hinchliffe, T",rebounds,Queensland Firebirds,25
"Hinchliffe, T",tossUpWin,Queensland Firebirds,0
"Hodges, C",attempt_from_zone1,Adelaide Thunderbirds,2
"Hodges, C",attempt_from_zone2,Adelaide Thunderbirds,1
"Hodges, C",attempts1,Adelaide Thunderbirds,2
"Hodges, C",attempts2,Adelaide Thunderbirds,1
"Hodges, C",badHands,Adelaide Thunderbirds,0
"Hodges, C",badPasses,Adelaide Thunderbirds,0
"Hodges, C",blocked,Adelaide Thunderbirds,0
"Hodges, C",blocks,Adelaide Thunderbirds,0
"Hodges, C",breaks,Adelaide Thunderbirds,0
"Hodges, C",centrePassReceives,Adelaide Thunderbirds,1
"Hodges, C",centrePassToGoalPerc,Adelaide Thunderbirds,0
"Hodges, C",contactPenalties,Adelaide Thunderbirds,0
"Hodges, C",deflections,Adelaide Thunderbirds,0
"Hodges, C",deflectionWithGain,Adelaide Thunderbirds,0
"Hodges, C",deflectionWithNoGain,Adelaide Thunderbirds,0
"Hodges, C",disposals,Adelaide Thunderbirds,4
"Hodges, C",feeds,Adelaide Thunderbirds,0
"Hodges, C",feedWithAttempt,Adelaide Thunderbirds,0
"Hodges, C",gain,Adelaide Thunderbirds,0
"Hodges, C",gainToGoalPerc,Adelaide Thunderbirds,0
"Hodges, C",generalPlayTurnovers,Adelaide Thunderbirds,0
"Hodges, C",goal_from_zone1,Adelaide Thunderbirds,1
"Hodges, C",goal_from_zone2,Adelaide Thunderbirds,0
"Hodges, C",goal1,Adelaide Thunderbirds,1
"Hodges, C",goal2,Adelaide Thunderbirds,0
"Hodges, C",goalAssists,Adelaide Thunderbirds,0
"Hodges, C",goalAttempts,Adelaide Thunderbirds,3
"Hodges, C",goalMisses,Adelaide Thunderbirds,2
"Hodges, C",goals,Adelaide Thunderbirds,1
"Hodges, C",interceptPassThrown,Adelaide Thunderbirds,0
"Hodges, C",intercepts,Adelaide Thunderbirds,0
"Hodges, C",minutesPlayed,Adelaide Thunderbirds,5
"Hodges, C",missedGoalTurnover,Adelaide Thunderbirds,1
"Hodges, C",netPoints,Adelaide Thunderbirds,-6.5
"Hodges, C",obstructionPenalties,Adelaide Thunderbirds,1
"Hodges, C",offsides,Adelaide Thunderbirds,0
"Hodges, C",passes,Adelaide Thunderbirds,0
"Hodges, C",penalties,Adelaide Thunderbirds,1
"Hodges, C",pickups,Adelaide Thunderbirds,0
"Hodges, C",points,Adelaide Thunderbirds,1
"Hodges, C",possessionChanges,Adelaide Thunderbirds,1
"Hodges, C",possessions,Adelaide Thunderbirds,5
"Hodges, C",quartersPlayed,Adelaide Thunderbirds,1
"Hodges, C",rebounds,Adelaide Thunderbirds,0
"Hodges, C",tossUpWin,Adelaide Thunderbirds,0
"Honey, T",attempt_from_zone1,Melbourne Vixens,0
"Honey, T",attempt_from_zone2,Melbourne Vixens,0
"Honey, T",attempts1,Melbourne Vixens,0
"Honey, T",attempts2,Melbourne Vixens,0
"Honey, T",badHands,Melbourne Vixens,0
"Honey, T",badPasses,Melbourne Vixens,2
"Honey, T",blocked,Melbourne Vixens,0
"Honey, T",blocks,Melbourne Vixens,0
"Honey, T",breaks,Melbourne Vixens,0
"Honey, T",centrePassReceives,Melbourne Vixens,50
"Honey, T",centrePassToGoalPerc,Melbourne Vixens,0
"Honey, T",contactPenalties,Melbourne Vixens,9
"Honey, T",deflections,Melbourne Vixens,5
"Honey, T",deflectionWithGain,Melbourne Vixens,1
"Honey, T",deflectionWithNoGain,Melbourne Vixens,4
"Honey, T",disposals,Melbourne Vixens,49
"Honey, T",feeds,Melbourne Vixens,47
"Honey, T",feedWithAttempt,Melbourne Vixens,28
"Honey, T",gain,Melbourne Vixens,3
"Honey, T",gainToGoalPerc,Melbourne Vixens,0
"Honey, T",generalPlayTurnovers,Melbourne Vixens,12
"Honey, T",goal_from_zone1,Melbourne Vixens,0
"Honey, T",goal_from_zone2,Melbourne Vixens,0
"Honey, T",goal1,Melbourne Vixens,0
"Honey, T",goal2,Melbourne Vixens,0
"Honey, T",goalAssists,Melbourne Vixens,24
"Honey, T",goalAttempts,Melbourne Vixens,0
"Honey, T",goalMisses,Melbourne Vixens,0
"Honey, T",goals,Melbourne Vixens,0
"Honey, T",interceptPassThrown,Melbourne Vixens,4
"Honey, T",intercepts,Melbourne Vixens,2
"Honey, T",minutesPlayed,Melbourne Vixens,130
"Honey, T",missedGoalTurnover,Melbourne Vixens,0
"Honey, T",netPoints,Melbourne Vixens,59.5
"Honey, T",obstructionPenalties,Melbourne Vixens,4
"Honey, T",offsides,Melbourne Vixens,2
"Honey, T",passes,Melbourne Vixens,47
"Honey, T",penalties,Melbourne Vixens,13
"Honey, T",pickups,Melbourne Vixens,3
"Honey, T",points,Melbourne Vixens,0
"Honey, T",possessionChanges,Melbourne Vixens,12
"Honey, T",possessions,Melbourne Vixens,58
"Honey, T",quartersPlayed,Melbourne Vixens,13
"Honey, T",rebounds,Melbourne Vixens,0
"Honey, T",tossUpWin,Melbourne Vixens,0
"Horjus, G",attempt_from_zone1,Adelaide Thunderbirds,169
"Horjus, G",attempt_from_zone2,Adelaide Thunderbirds,73
"Horjus, G",attempts1,Adelaide Thunderbirds,169
"Horjus, G",attempts2,Adelaide Thunderbirds,73
"Horjus, G",badHands,Adelaide Thunderbirds,6
"Horjus, G",badPasses,Adelaide Thunderbirds,21
"Horjus, G",blocked,Adelaide Thunderbirds,6
"Horjus, G",blocks,Adelaide Thunderbirds,0
"Horjus, G",breaks,Adelaide Thunderbirds,0
"Horjus, G",centrePassReceives,Adelaide Thunderbirds,262
"Horjus, G",centrePassToGoalPerc,Adelaide Thunderbirds,0
"Horjus, G",contactPenalties,Adelaide Thunderbirds,13
"Horjus, G",deflections,Adelaide Thunderbirds,8
"Horjus, G",deflectionWithGain,Adelaide Thunderbirds,1
"Horjus, G",deflectionWithNoGain,Adelaide Thunderbirds,6
"Horjus, G",disposals,Adelaide Thunderbirds,462
"Horjus, G",feeds,Adelaide Thunderbirds,195
"Horjus, G",feedWithAttempt,Adelaide Thunderbirds,144
"Horjus, G",gain,Adelaide Thunderbirds,1
"Horjus, G",gainToGoalPerc,Adelaide Thunderbirds,0
"Horjus, G",generalPlayTurnovers,Adelaide Thunderbirds,58
"Horjus, G",goal_from_zone1,Adelaide Thunderbirds,133
"Horjus, G",goal_from_zone2,Adelaide Thunderbirds,41
"Horjus, G",goal1,Adelaide Thunderbirds,133
"Horjus, G",goal2,Adelaide Thunderbirds,41
"Horjus, G",goalAssists,Adelaide Thunderbirds,136
"Horjus, G",goalAttempts,Adelaide Thunderbirds,242
"Horjus, G",goalMisses,Adelaide Thunderbirds,68
"Horjus, G",goals,Adelaide Thunderbirds,174
"Horjus, G",interceptPassThrown,Adelaide Thunderbirds,13
"Horjus, G",intercepts,Adelaide Thunderbirds,0
"Horjus, G",minutesPlayed,Adelaide Thunderbirds,683
"Horjus, G",missedGoalTurnover,Adelaide Thunderbirds,18
"Horjus, G",netPoints,Adelaide Thunderbirds,434.5
"Horjus, G",obstructionPenalties,Adelaide Thunderbirds,2
"Horjus, G",offsides,Adelaide Thunderbirds,1
"Horjus, G",passes,Adelaide Thunderbirds,195
"Horjus, G",penalties,Adelaide Thunderbirds,15
"Horjus, G",pickups,Adelaide Thunderbirds,21
"Horjus, G",points,Adelaide Thunderbirds,215
"Horjus, G",possessionChanges,Adelaide Thunderbirds,76
"Horjus, G",possessions,Adelaide Thunderbirds,555
"Horjus, G",quartersPlayed,Adelaide Thunderbirds,54
"Horjus, G",rebounds,Adelaide Thunderbirds,1
"Horjus, G",tossUpWin,Adelaide Thunderbirds,0
"Housby, H",attempt_from_zone1,NSW Swifts,143
"Housby, H",attempt_from_zone2,NSW Swifts,71
"Housby, H",attempts1,NSW Swifts,143
"Housby, H",attempts2,NSW Swifts,71
"Housby, H",badHands,NSW Swifts,3
"Housby, H",badPasses,NSW Swifts,15
"Housby, H",blocked,NSW Swifts,0
"Housby, H",blocks,NSW Swifts,0
"Housby, H",breaks,NSW Swifts,0
"Housby, H",centrePassReceives,NSW Swifts,135
"Housby, H",centrePassToGoalPerc,NSW Swifts,0
"Housby, H",contactPenalties,NSW Swifts,13
"Housby, H",deflections,NSW Swifts,23
"Housby, H",deflectionWithGain,NSW Swifts,6
"Housby, H",deflectionWithNoGain,NSW Swifts,11
"Housby, H",disposals,NSW Swifts,368
"Housby, H",feeds,NSW Swifts,135
"Housby, H",feedWithAttempt,NSW Swifts,92
"Housby, H",gain,NSW Swifts,11
"Housby, H",gainToGoalPerc,NSW Swifts,0
"Housby, H",generalPlayTurnovers,NSW Swifts,35
"Housby, H",goal_from_zone1,NSW Swifts,130
"Housby, H",goal_from_zone2,NSW Swifts,37
"Housby, H",goal1,NSW Swifts,130
"Housby, H",goal2,NSW Swifts,37
"Housby, H",goalAssists,NSW Swifts,75
"Housby, H",goalAttempts,NSW Swifts,214
"Housby, H",goalMisses,NSW Swifts,47
